상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220800962004,농협특산품,,G2,소매,G213,오락용품 소매,G21306,장난감 소매업,G47640,게임용구; 인형 및 장난감 소매업,11,서울특별시,11620,관악구,11620745,삼성동,1162010200,신림동,1162010200108080143,1,대지,808,143,서울특별시 관악구 신림동 808-143,116204160794,서울특별시 관악구 원신길,154,,1162010200108080143004156,,서울특별시 관악구 원신길 154,151861,08848,,1,,126.929972495426,37.4662443722876
MA010120220800750981,초록약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,11,서울특별시,11530,구로구,11530520,구로1동,1153010200,구로동,1153010200106850070,1,대지,685,70,서울특별시 구로구 구로동 685-70,115304148291,서울특별시 구로구 구일로4길,46,,1153010200106850070025079,현대연예인아파트,서울특별시 구로구 구일로4길 46,152730,08325,,,,126.877874195789,37.4932683152584
MA010120220811930156,아이잗바바바바패션,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11530,구로구,11530560,구로5동,1153010200,구로동,1153010200105730000,1,대지,573,,서울특별시 구로구 구로동 573,115303116005,서울특별시 구로구 구로중앙로,152,,1153010200105730000020642,NC백화점,서울특별시 구로구 구로중앙로 152,152715,08292,,1,,126.88276951089,37.5011570773203
MA010120220812095955,이종대자산관리센터,,M1,과학·기술,M107,본사·경영 컨설팅,M10703,경영 컨설팅업,M71531,경영 컨설팅업,11,서울특별시,11710,송파구,11710562,방이2동,1171011100,방이동,1171011100100670002,1,대지,67,2,서울특별시 송파구 방이동 67-2,117104169376,서울특별시 송파구 오금로15길,5,12,1171011100100670002015815,정환빌딩,서울특별시 송파구 오금로15길 5-12,138829,05548,,3,,127.108652144555,37.5126080378273
MA010120220801071930,아리스타투어(,,N1,시설관리·임대,N105,여행사·보조,N10501,여행사,N75210,여행사업,11,서울특별시,11140,중구,11140605,을지로동,1114016100,저동2가,1114016100100070002,1,대지,7,2,서울특별시 중구 저동2가 7-2,111404103233,서울특별시 중구 을지로12길,28,,1114016100100070002013185,제이매크로타워,서울특별시 중구 을지로12길 28,100032,04550,,2,,126.990571433239,37.5651769335028
MA010120220800208524,대성시스템,,S2,수리·개인,S203,자동차 수리·세차,S20302,자동차 세차장,S95213,자동차 세차업,11,서울특별시,11440,마포구,11440710,연남동,1144012400,연남동,1144012400105710016,1,대지,571,16,서울특별시 마포구 연남동 571-16,114403113019,서울특별시 마포구 월드컵북로,38,,1144012400105710016020363,영림빌딩,서울특별시 마포구 월드컵북로 38,121869,03991,,,,126.918659505249,37.5580314175282
MA010120220808706927,에프엠노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,11,서울특별시,11650,서초구,11650530,서초3동,1165010800,서초동,1165010800115710026,1,대지,1571,26,서울특별시 서초구 서초동 1571-26,116504163238,서울특별시 서초구 반포대로28길,69,,1165010800115710026020378,,서울특별시 서초구 반포대로28길 69,137874,06645,,1,,127.012065346069,37.4918171299909
MA010120220811982970,밥아카데미,,P1,교육,P106,기타 교육,P10625,기타 기술/직업 훈련학원,P85669,기타 기술 및 직업 훈련학원,11,서울특별시,11680,강남구,11680650,역삼2동,1168010100,역삼동,1168010100107060020,1,대지,706,20,서울특별시 강남구 역삼동 706-20,116804166619,서울특별시 강남구 언주로86길,11,,1168010100107060020023277,한화진넥스빌,서울특별시 강남구 언주로86길 11,135918,06210,,3,,127.044264425285,37.5019457772543
MA010120220800523351,사라미용실,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11500,강서구,11500605,가양3동,1150010400,가양동,1150010400114820000,1,대지,1482,,서울특별시 강서구 가양동 1482,115003115013,서울특별시 강서구 허준로,176,,1150010400114820000009311,가양8단지,서울특별시 강서구 허준로 176,157748,07533,,,,126.856800823923,37.5618649011632
MA010120220803920207,종이접기,,P1,교육,P106,기타 교육,P10605,레크리에이션 교육기관,P85613,레크리에이션 교육기관,11,서울특별시,11500,강서구,11500510,염창동,1150010100,염창동,1150010100102920000,1,대지,292,,서울특별시 강서구 염창동 292,115004145423,서울특별시 강서구 양천로69길,58,,1150010100102920000027437,동아아파트,서울특별시 강서구 양천로69길 58,157798,07536,,,,126.872963232524,37.5552700829835
MA010120220806924452,우주포차,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,11,서울특별시,11215,광진구,11215740,중곡1동,1121510100,중곡동,1121510100102460001,1,대지,246,1,서울특별시 광진구 중곡동 246-1,112153104006,서울특별시 광진구 긴고랑로,18,1,1121510100102460001004434,,서울특별시 광진구 긴고랑로 18-1,143904,04913,,1,,127.078471445547,37.5634213189915
MA010120220803273319,복사골김씨네닭한마리,,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56111,한식 일반 음식점업,11,서울특별시,11440,마포구,11440585,도화동,1144010400,도화동,1144010400102900004,1,대지,290,4,서울특별시 마포구 도화동 290-4,114404139164,서울특별시 마포구 마포대로4길,30,,1144010400102900004003528,,서울특별시 마포구 마포대로4길 30,121813,04173,,1,,126.94659431021,37.5384416272018
MA010120220808289557,등촌샤브칼국수석관점,,I2,음식,I201,한식,I20105,국수/칼국수,I56111,한식 일반 음식점업,11,서울특별시,11290,성북구,11290810,석관동,1129013900,석관동,1129013900101190003,1,대지,119,3,서울특별시 성북구 석관동 119-3,112904121713,서울특별시 성북구 한천로76길,56,,1129013900101190003003582,,서울특별시 성북구 한천로76길 56,136817,02782,,,,127.065745936947,37.6109654625874
MA010120220804190981,렉시노래연습장,,R1,예술·스포츠,R104,유원지·오락,R10407,노래방,R91223,노래 연습장 운영업,11,서울특별시,11650,서초구,11650510,서초1동,1165010800,서초동,1165010800114430011,1,대지,1443,11,서울특별시 서초구 서초동 1443-11,116503121021,서울특별시 서초구 효령로,330,,1165010800114430011024107,,서울특별시 서초구 효령로 330,137865,06721,,1,,127.020261813247,37.4857612360039
MA010120220807168686,팩션,,G2,소매,G218,장식품 소매,G21801,예술품 소매업,G47841,예술품 및 골동품 소매업,11,서울특별시,11290,성북구,11290555,삼선동,1129011500,삼선동5가,1129011500100040000,1,대지,4,,서울특별시 성북구 삼선동5가 4,112903107005,서울특별시 성북구 삼선교로,78,,1129011500100040000046341,세안빌딩,서울특별시 성북구 삼선교로 78,136045,02862,,,,127.014130456198,37.5894402406996
MA010120220803843726,동창보석,,G2,소매,G217,시계·귀금속 소매,G21701,시계/귀금속 소매업,G47830,시계 및 귀금속 소매업,11,서울특별시,11110,종로구,11110615,종로1.2.3.4가동,1111015300,돈의동,1111015300101370000,1,대지,137,,서울특별시 종로구 돈의동 137,111104100056,서울특별시 종로구 돈화문로5가길,1,,1111015300101370000017924,돈의동,서울특별시 종로구 돈화문로5가길 1,110808,03139,,1,,126.991227238305,37.5710244461913
MA010120220803932014,북부장애인직업재활시설,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,11,서울특별시,11350,노원구,11350695,상계6.7동,1135010500,상계동,1135010500107710000,1,대지,771,,서울특별시 노원구 상계동 771,113504130147,서울특별시 노원구 덕릉로70가길,92,,1135010500107710000020055,,서울특별시 노원구 덕릉로70가길 92,139831,01772,,1,,127.056969922948,37.6425315867258
MA010120220800186079,페리카나,공덕역점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11440,마포구,11440555,아현동,1144010200,공덕동,1144010200103700009,1,대지,370,9,서울특별시 마포구 공덕동 370-9,114404139137,서울특별시 마포구 마포대로11길,73,,1144010200103700009002391,공덕현대,서울특별시 마포구 마포대로11길 73,121859,04141,,,,126.950151981417,37.5481739762077
MA010120220800431647,미스테리PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11560,영등포구,11560680,신길6동,1156013200,신길동,1156013200105080000,1,대지,508,,서울특별시 영등포구 신길동 508,115603118015,서울특별시 영등포구 신풍로,113,,1156013200105080000009693,시원빌딩,서울특별시 영등포구 신풍로 113,150842,07392,,,,126.918869358827,37.5001422192564
MA010120220800743741,도문양꼬치,,I2,음식,I202,중식,I20201,중국집,I56121,중식 음식점업,11,서울특별시,11530,구로구,11530595,가리봉동,1153010300,가리봉동,1153010300101250012,1,대지,125,12,서울특별시 구로구 가리봉동 125-12,115304148455,서울특별시 구로구 우마길,30,,1153010300101250012015218,,서울특별시 구로구 우마길 30,152801,08386,,1,,126.888907181769,37.4804038053469
MA010120220800626288,디앤제이하우징,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11380,은평구,11380520,불광1동,1138010300,불광동,1138010300102810089,1,대지,281,89,서울특별시 은평구 불광동 281-89,113803111004,서울특별시 은평구 불광로,40,1,1138010300102810089040070,디앤제이하우징,서울특별시 은평구 불광로 40-1,122858,03368,,2,,126.930369310629,37.6109902640856
MA010120220808059083,동근이숯불두마리치킨,숙대점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11170,용산구,11170555,청파동,1117011000,청파동2가,1117011000100670005,1,대지,67,5,서울특별시 용산구 청파동2가 67-5,111704106368,서울특별시 용산구 청파로49길,56,,1117011000100670005029151,,서울특별시 용산구 청파로49길 56,140132,04309,,1,,126.967218230881,37.5450534810973
MA010120220800011179,대학로동물병원,,M1,과학·기술,M111,수의,M11101,동물병원,M73100,수의업,11,서울특별시,11110,종로구,11110650,혜화동,1111017100,명륜2가,1111017100100140001,1,대지,14,1,서울특별시 종로구 명륜2가 14-1,111103005008,서울특별시 종로구 창경궁로,261,,1111017100100140001008722,,서울특별시 종로구 창경궁로 261,110530,03075,,,,127.000181148081,37.5846478046091
MA010120220801240611,시은월드,,R1,예술·스포츠,R102,도서관·사적지,R10202,독서실/스터디 카페,R90212,독서실 운영업,11,서울특별시,11590,동작구,11590605,흑석동,1159010500,흑석동,1159010500102070017,1,대지,207,17,서울특별시 동작구 흑석동 207-17,115904157661,서울특별시 동작구 흑석로6길,18,,1159010500102070017034288,,서울특별시 동작구 흑석로6길 18,156861,06974,,,,126.956671962104,37.5058925283257
MA010120220812800467,세잔디자인,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11170,용산구,11170650,이태원1동,1117013000,이태원동,1117013000100360016,1,대지,36,16,서울특별시 용산구 이태원동 36-16,111704106005,서울특별시 용산구 녹사평대로26길,42,,1117013000100360016010684,,서울특별시 용산구 녹사평대로26길 42,140863,04392,,1,,126.992012503912,37.5316148374084
MA010120220809939922,동신사,,M1,과학·기술,M112,전문 디자인,M11203,시각 디자인업,M73203,시각 디자인업,11,서울특별시,11440,마포구,11440660,서교동,1144012100,동교동,1144012100101900001,1,대지,190,1,서울특별시 마포구 동교동 190-1,114404139409,서울특별시 마포구 신촌로2길,19,,1144012100101900001000004,마포출판문화진흥센터,서울특별시 마포구 신촌로2길 19,121899,04051,,,,126.927409026899,37.5570820640914
MA010120220808613259,락포트마리오아울렛,,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600020,1,대지,60,20,서울특별시 금천구 가산동 60-20,115453116013,서울특별시 금천구 벚꽃로,266,,1154510100100600020014060,마리오아울렛,서울특별시 금천구 벚꽃로 266,153717,08511,,2,,126.885088752551,37.4784449643288
MA010120220803896066,꾸띠에,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11290,성북구,11290600,안암동,1129012500,안암동5가,1129012500101340035,1,대지,134,35,서울특별시 성북구 안암동5가 134-35,112903005035,서울특별시 성북구 안암로,69,1,1129012500101340035041912,,서울특별시 성북구 안암로 69-1,136075,02855,,1,,127.028858386808,37.5826620918722
MA010120220803979588,쇼콜라헤어,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,11,서울특별시,11305,강북구,11305534,삼양동,1130510100,미아동,1130510100108390223,1,대지,839,223,서울특별시 강북구 미아동 839-223,113053005042,서울특별시 강북구 솔샘로,203,2,1130510100108390223034633,,서울특별시 강북구 솔샘로 203-2,142821,01187,,2,,127.015348300621,37.6202989986705
