"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","location"
"50086764","EL CLUB VALLE RESTAURANT","Bronx","352","EAST GUN HILL ROAD","10467","6463292949","Spanish","2024-10-02T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","79",,,"2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.878758753847","-73.87277868003","207","11","042902","2018504","2033520045","BX43","POINT (-73.87277868003 40.878758753847)"
"50092693","S & D CATERERS","Bronx","1514","CROSBY AVENUE","10461","7185973620","Sandwiches","2022-08-25T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","58",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.842615870242","-73.830127919798","210","13","026400","2074817","2053990007","BX52","POINT (-73.830127919798 40.842615870242)"
"50116782","CASINO","Manhattan","171","EAST BROADWAY","10002","6468640101","Italian","2023-04-27T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","7","A","2023-04-27T00:00:00.000","2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.714080666933","-73.989719412178","103","01","000600","1003624","1002840025","MN28","POINT (-73.989719412178 40.714080666933)"
"50116623","BLENDED SMOOTHIES","Queens","39-10","47 AVENUE","11104","3475310224","Juice, Smoothies, Fruit Salads","2025-05-29T00:00:00.000","Violations were cited in the following area(s).","04P","Food containing a prohibited substance held, kept, offered, prepared, processed, packaged, or served.","Critical","34",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.741957904314","-73.926150757651","402","26","018900","4002772","4002000030","QN31","POINT (-73.926150757651 40.741957904314)"
"50106513","LI LI CHINESE FOOD","Queens","83-06","GRAND AVENUE","11373","9179126162","Chinese","2024-04-30T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","41",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.733249558695","-73.883990621975","404","30","049900","4066016","4029020003","QN29","POINT (-73.883990621975 40.733249558695)"
"50162871","MOCKINGBIRD","Manhattan","213","7 AVENUE","10011","2816506718","American","2025-01-07T00:00:00.000","Violations were cited in the following area(s).","05H","No approved written standard operating procedure for avoiding contamination by refillable returnable containers.","Critical","69",,,"2026-06-29T06:00:20.000","Pre-permit (Non-operational) / Initial Inspection","40.743653161251","-73.99595089149","104","03","009100","1014790","1007980003","MN13","POINT (-73.99595089149 40.743653161251)"
"50106827","LUCKY CHANCE","Brooklyn","395","REMSEN AVENUE","11212","7183429699","Chinese","2025-03-12T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","13","A","2025-03-12T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.656011879349","-73.923546814983","317","41","088600","3101678","3046650001","BK96","POINT (-73.923546814983 40.656011879349)"
"50072791","MALA PROJECT","Manhattan","41","WEST   46 STREET","10036","3477689015","Chinese","2025-05-21T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","40",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.756623302973","-73.980425483293","105","04","009600","1034321","1012620018","MN17","POINT (-73.980425483293 40.756623302973)"
"50166247","SIMPLY NOODLES & DIM SUM","Manhattan","110","WEST   40 STREET","10018","2128845818","Chinese","2025-12-01T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","23","N",,"2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.753810702299","-73.985696013019","105","04","011300","1080614","1008150039","MN17","POINT (-73.985696013019 40.753810702299)"
"50137480","FORTUNE PALACE RESTAURANT","Brooklyn","8609","20 AVENUE","11214","9292813518","Chinese","2025-01-14T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches in facility's food or non-food area.","Critical","11","A","2025-01-14T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.604226854379","-73.998631519087","311","43","028800","3166897","3063750028","BK28","POINT (-73.998631519087 40.604226854379)"
"50035125","UPTOWN JUICE & VEG","Manhattan","52","EAST  125 STREET","10035","2129872660","Caribbean","2022-06-17T00:00:00.000","Violations were cited in the following area(s).","10B","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical","39",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.805581345567","-73.940311974596","111","09","019800","1081467","1017490050","MN34","POINT (-73.940311974596 40.805581345567)"
"41486645","EXECUTIVE DINNING ROOM","Manhattan","1","BRYANT PARK","10036","6468554206","American","2023-10-13T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","26",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.755174607232","-73.983880161752","105","04","011900","1087268","1009950033","MN17","POINT (-73.983880161752 40.755174607232)"
"50108333","HAY HAY ROASTED","Manhattan","81","MOTT STREET","10013","9176756651","Chinese","2024-11-14T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","11","A","2024-11-14T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.716477292887","-73.997979881762","103","01","002900","1002392","1002000019","MN27","POINT (-73.997979881762 40.716477292887)"
"50154919","PIZZA EXPRESS NYC","Brooklyn","288","KINGS HIGHWAY","11223","6462032554","Pizza","2024-08-20T00:00:00.000","Violations were cited in the following area(s).","05A","Sewage disposal system is not provided, improper, inadequate or unapproved.","Critical","59",,,"2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.605133619457","-73.97988305613","311","43","042600","3176847","3066500074","BK29","POINT (-73.97988305613 40.605133619457)"
"50163237","DELI CASTILLO DE HIERRO","Bronx","173","WEST BURNSIDE AVENUE","10453","3472071805","Spanish","2025-10-10T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","22","B","2025-10-10T00:00:00.000","2026-06-29T06:00:20.000","Pre-permit (Operational) / Re-inspection","40.853993482542","-73.914834331765","205","14","024502","2014984","2032280001","BX36","POINT (-73.914834331765 40.853993482542)"
"41227684","PIZZA D'AMORE","Brooklyn","2147","MILL AVENUE","11234","7185312333","Pizza","2023-03-14T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","32",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.614626721905","-73.912972598574","318","46","069800","3238489","3084630065","BK45","POINT (-73.912972598574 40.614626721905)"
"50162857","GOODMAN'S BAR","Manhattan","745","5 AVENUE","10151","2123393018","American","2026-02-17T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","13","A","2026-02-17T00:00:00.000","2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.763319168486","-73.973694652509","105","04","011202","1036079","1012930069","MN17","POINT (-73.973694652509 40.763319168486)"
"50072791","MALA PROJECT","Manhattan","41","WEST   46 STREET","10036","3477689015","Chinese","2025-05-21T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","40",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.756623302973","-73.980425483293","105","04","009600","1034321","1012620018","MN17","POINT (-73.980425483293 40.756623302973)"
"40574872","BALTHAZAR BAKERY","Manhattan","80","SPRING STREET","10012","2129651785","Bakery Products/Desserts","2025-11-19T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","7","A","2025-11-19T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.72270242812","-73.998109569261","102","01","004500","1007238","1004830017","MN24","POINT (-73.998109569261 40.72270242812)"
"50083186","ROCKEFELLER UNIVERSITY - CAFE","Manhattan","1248","YORK AVENUE","10065","3478351248","American","2024-10-19T00:00:00.000","No violations were recorded at the time of this inspection.",,,"Not Applicable","0",,,"2026-06-29T06:00:20.000","Inter-Agency Task Force / Initial Inspection","40.763750165977","-73.956002241437","108","05","011600","1087137","1014800010","MN31","POINT (-73.956002241437 40.763750165977)"
"50067786","PAPA JOHN'S","Brooklyn","3234","FULTON STREET","11208","5165743314","Pizza","2024-06-13T00:00:00.000","Violations were cited in the following area(s).","10G","Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.","Not Critical","19",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.682597221413","-73.875836866373","305","37","117800","3092660","3041410122","BK83","POINT (-73.875836866373 40.682597221413)"
"50047414","THE PICNIC BASKET","Manhattan","65","WEST   37 STREET","10018","2123822627","Sandwiches","2022-11-17T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","30","C","2022-11-17T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.751167425664","-73.98512632289","105","04","008400","1080733","1008390001","MN17","POINT (-73.98512632289 40.751167425664)"
"50044549","PANDA HOUSE","Brooklyn","530D","CONDUIT BOULEVARD","11208","7182777700","Chinese","2023-01-17T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","35","C","2023-01-17T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.676947002319","-73.869574358566","305","42","120000","3402335","3042160021","BK82","POINT (-73.869574358566 40.676947002319)"
"50137816","AMY'S BREAD","Manhattan","455","5 AVENUE","10016","6468310395","Coffee/Tea","2023-08-04T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","16",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.751995888226","-73.981953575789","105","04","008200","1017602","1008690074","MN20","POINT (-73.981953575789 40.751995888226)"
"50122129","D-GARDEN CARIBBEAN BAR & GRILL","Brooklyn","4617","AVENUE D","11203","9293498757","Caribbean","2026-01-23T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","41",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.641909609185","-73.932978480118","317","45","084000","3112291","3049630042","BK91","POINT (-73.932978480118 40.641909609185)"
"50147627","ARTISAN TEA & COFFEE","Queens","83-12","37 AVENUE","11372","3472422928","Coffee/Tea","2025-07-11T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2025-07-11T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.749851801307","-73.883160362839","403","21","028100","4036224","4014710001","QN28","POINT (-73.883160362839 40.749851801307)"
"50106253","TIGER SUGAR","Brooklyn","2132","86 STREET","11214","7189719993","Coffee/Tea","2026-02-04T00:00:00.000","Violations were cited in the following area(s).","28-06","Contract with a pest management professional not in place. Record of extermination activities not kept on premises.","Not Critical","33","C","2026-02-04T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.602752812382","-73.995217625328","311","43","029000","3167040","3063790038","BK28","POINT (-73.995217625328 40.602752812382)"
"40366002","MARGHERITA PIZZA","Queens","163-04","JAMAICA AVENUE","11432","7186575780","Pizza","2024-05-24T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","25",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.704667713048","-73.796822882442","412","27","044601","4216196","4101510001","QN61","POINT (-73.796822882442 40.704667713048)"
"50120087","PHO TAN","Queens","147-34B","NORTHERN BOULEVARD","11354","9179942310","Thai","2024-05-23T00:00:00.000","Violations were cited in the following area(s).","04H","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.","Critical","21",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.765161282289","-73.819070229007","407","20","116300","4113530","4050160039","QN51","POINT (-73.819070229007 40.765161282289)"
"41661199","MAIN BAKHTAR HALAL KABAB","Queens","67-29","MAIN STREET","11367","7186744282","Afghan","2026-01-15T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","42",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.733792797962","-73.825322321283","408","24","080900","4141924","4065320002","QN37","POINT (-73.825322321283 40.733792797962)"
"41272913","SICILY'S BEST PIZZERIA & RESTAURANT","Brooklyn","190","CYPRESS AVENUE","11237","7184561833","Pizza","2026-04-16T00:00:00.000","Violations were cited in the following area(s).","09C","Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.","Not Critical","9","A","2026-04-16T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.705310278617","-73.915003377881","304","37","044300","3074625","3032720033","BK77","POINT (-73.915003377881 40.705310278617)"
"50110216","LIBERTY BAGELS","Queens","82-10","ROOSEVELT AVENUE","11372","5164583408","Bagels/Pretzels","2025-01-10T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","13","A","2025-01-10T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.747637352943","-73.883727273542","404","25","026901","4449561","4014930003","QN29","POINT (-73.883727273542 40.747637352943)"
"50093102","PAPI'S GRILL","Brooklyn","161","7 AVENUE","11215","9179090589","Mexican","2025-05-20T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","33",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.672215569128","-73.977122982025","306","39","015700","3025041","3010740001","BK37","POINT (-73.977122982025 40.672215569128)"
"50130046","OS NYC","Manhattan","50","BOWERY","10013","3475623557","American","2023-01-18T00:00:00.000","Violations were cited in the following area(s).","06E","Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.","Critical","12","A","2023-01-18T00:00:00.000","2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.715755379409","-73.996378255965","103","01","002900","1090946","1002020023","MN27","POINT (-73.996378255965 40.715755379409)"
"40932574","NEW CHINESE GARDEN OF GUYANA","Queens","109-10","LIBERTY AVENUE","11419","7187381607","Fusion","2024-12-16T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate (FPC) not held by manager or supervisor of food operations.","Critical","63","C","2024-12-16T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.684142463873","-73.832617219117","410","28","009600","4202338","4095320005","QN55","POINT (-73.832617219117 40.684142463873)"
"50162783","CHINA WOK","Brooklyn","1035","EAST   92 STREET","11236","3476519566","Chinese","2024-12-31T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","46",,,"2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.643788715119","-73.90774910812","318","46","096400","3229211","3081610034","BK50","POINT (-73.90774910812 40.643788715119)"
"50132203","FLAMIN' CHICKEN & PIZZA","Brooklyn","1595","BROADWAY","11207","7186848899","Chicken","2023-02-24T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","30",,,"2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.685504009937","-73.915028721313","304","37","040100","3326449","3034080005","BK78","POINT (-73.915028721313 40.685504009937)"
"50090304","KUNST COFFEE HAUS","Queens","212-08","41 AVENUE","11361","7188198076","Coffee/Tea","2023-05-11T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","12","A","2023-05-11T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.763415445333","-73.772680350068","411","19","112900","4137456","4062270278","QN46","POINT (-73.772680350068 40.763415445333)"
"50104827","SOCIAL HOUSE","Brooklyn","60","BROADWAY","11249","6315786030","Coffee/Tea","2024-05-24T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","6","A","2024-05-24T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.710573887351","-73.966425733368","301","33","054900","3059506","3021307501","BK73","POINT (-73.966425733368 40.710573887351)"
"50130528","KNAPP ST PIZZA II","Brooklyn","261","AVENUE X","11223","7183760174","Pizza","2025-01-02T00:00:00.000","Violations were cited in the following area(s).","02B","Hot TCS food item not held at or above 140 °F.","Critical","53",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.590214339035","-73.973230230262","315","44","038600","3194400","3071730042","BK26","POINT (-73.973230230262 40.590214339035)"
"50101769","BROTHERS BAGEL","Brooklyn","532","NEPTUNE AVENUE","11224","7182662230","Bagels/Pretzels","2025-03-31T00:00:00.000","Violations were cited in the following area(s).","08B","Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.","Not Critical","9","A","2025-03-31T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.579860948914","-73.973025599117","313","48","035400","3000000","3072737501","BK23","POINT (-73.973025599117 40.579860948914)"
"50076675","ELIM BISTRO","Manhattan","11","PARK PLACE","10007","2126194266","Sandwiches","2024-01-25T00:00:00.000","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","42",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.712820978699","-74.008296457327","101","01","002100","1001399","1001240004","MN24","POINT (-74.008296457327 40.712820978699)"
"50078220","CAVIAR RUSSE","Manhattan","538","MADISON AVENUE","10022","2129805908","French","2026-05-21T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","8","A","2026-05-21T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.760618301849","-73.973587430672","105","04","010200","1035746","1012900017","MN17","POINT (-73.973587430672 40.760618301849)"
"50084675","HO WAH CHINA WOK INC","Queens","195-19","JAMAICA AVENUE","11423","7182170998","Chinese","2023-03-15T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2023-03-15T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.71327812417","-73.765222786961","412","23","048200","4222302","4104590080","QN07","POINT (-73.765222786961 40.71327812417)"
"50172461","VIVA JUICE & SALAD BAR","Staten Island","1377","BAY STREET","10305","6464699576","Juice, Smoothies, Fruit Salads","2025-07-08T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","11","N",,"2026-06-29T06:00:20.000","Pre-permit (Non-operational) / Initial Inspection","40.610080537132","-74.063164560337","501","49","000600","5042276","5028340006","SI37","POINT (-74.063164560337 40.610080537132)"
"41556098","UDOM THAI","Brooklyn","661","WASHINGTON AVENUE","11238","7186228424","Thai","2024-08-12T00:00:00.000","Violations were cited in the following area(s).","08A","Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.","Not Critical","45",,,"2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.67737501982","-73.963673693824","308","35","020500","3028591","3011540012","BK64","POINT (-73.963673693824 40.67737501982)"
"40539007","MUSTANG HARRY'S","Manhattan","352","SEVENTH AVENUE","10001","2122688930","American","2023-05-01T00:00:00.000","Violations were cited in the following area(s).","02G","Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.","Critical","12","A","2023-05-01T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.748201068465","-73.992662743547","105","03","009500","1014291","1007790041","MN17","POINT (-73.992662743547 40.748201068465)"
"50177433","JARTO'E SAZON","Manhattan","554","WEST  181 STREET","10033","2125107800","Latin American","2025-11-18T00:00:00.000","Violations were cited in the following area(s).","05H","No approved written standard operating procedure for avoiding contamination by refillable returnable containers.","Critical","102",,,"2026-06-29T06:00:20.000","Pre-permit (Non-operational) / Initial Inspection","40.84894689122","-73.932873893386","112","10","026900","1079910","1021530068","MN35","POINT (-73.932873893386 40.84894689122)"
"50060913","ALCHOLOS BAKERY","Bronx","3825","WHITE PLAINS ROAD","10467","7186559727","Bakery Products/Desserts","2024-05-08T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice in establishment's food or non-food areas.","Critical","21","B","2024-05-08T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.884384428243","-73.862366807403","212","12","039400","2057627","2046550054","BX44","POINT (-73.862366807403 40.884384428243)"
"50041058","TACOS TIME SQUARE","Manhattan","134","EAST   27 STREET","10016","2128899090","Tex-Mex","2025-01-17T00:00:00.000","Violations were cited in the following area(s).","04J","Properly scaled and calibrated thermometer or thermocouple not provided or not readily accessible in food preparation and hot/cold holding areas to measure temperatures of TCS foods during cooking, cooling, reheating, and holding.","Critical","7","A","2025-01-17T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.741944694694","-73.982757448696","106","02","006800","1018152","1008820061","MN21","POINT (-73.982757448696 40.741944694694)"
"50107299","TERRACE","Brooklyn","280","5 AVENUE","11215","3478699992","Mexican","2025-05-29T00:00:00.000","Violations were cited in the following area(s).","10B","Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.","Not Critical","10","A","2025-05-29T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.674192697156","-73.982122516904","306","39","013300","3330511","3009640042","BK37","POINT (-73.982122516904 40.674192697156)"
"50073811","KING SUNSHINE #2 JERK CENTER","Bronx","1294","WESTCHESTER AVENUE","10459","3478624020","Caribbean","2026-04-30T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","05D","No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.","Critical","160",,,"2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.827331504814","-73.886702219053","202","17","012102","2097227","2027570093","BX27","POINT (-73.886702219053 40.827331504814)"
"41289876","EL MONTANERO","Queens","55-21","MYRTLE AVENUE","11385","7183660400","Latin American","2025-04-17T00:00:00.000","Violations were cited in the following area(s).","04O","Live animal other than fish in tank or service animal present in facility’s food or non-food area.","Critical","13","A","2025-04-17T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.699938706238","-73.907829795755","405","34","055100","4082445","4034510011","QN20","POINT (-73.907829795755 40.699938706238)"
"50104853","KARAMELO BAR & KITCHEN","Manhattan","141","NAGLE AVENUE","10040","3478438268","Latin American","2026-03-07T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.","Critical","46","Z","2026-03-07T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.861025159844","-73.926274713756","112","10","028300","1064153","1021730025","MN35","POINT (-73.926274713756 40.861025159844)"
"50137285","MARKO'S PIZZERIA","Manhattan","25","WATERSIDE PLAZA","10010","3035225393","Pizza","2023-08-24T00:00:00.000","Violations were cited in the following area(s).","02H","After cooking or removal from hot holding, TCS food not cooled by an approved method whereby the internal temperature is reduced from 140 °F to 70 °F or less within 2 hours, and from 70 °F to 41 °F or less within 4 additional hours.","Critical","41",,,"2026-06-29T06:00:20.000","Pre-permit (Operational) / Initial Inspection","40.737362051526","-73.974076614224","106","04","006200","1083708","1009910060","MN20","POINT (-73.974076614224 40.737362051526)"
"50157996","STARBUCKS","Queens","110-00","ROCKAWAY BOULEVARD","11420","3478041169","Coffee/Tea","2026-01-16T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","A","2026-01-16T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Initial Inspection","40.677664571164","-73.828757893149","410","32","086400","4457718","4115430002","QN55","POINT (-73.828757893149 40.677664571164)"
"50012113","TANG","Queens","196-50","NORTHERN BOULEVARD","11358","7182797080","Korean","2023-01-18T00:00:00.000","Violations were cited in the following area(s).","06C","Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.","Critical","10","A","2023-01-18T00:00:00.000","2026-06-29T06:00:20.000","Cycle Inspection / Re-inspection","40.757850078084","-73.784593097446","411","19","145101","4124565","4055200025","QN48","POINT (-73.784593097446 40.757850078084)"
